"collection_id","seed_id","collection_no","collection_date","mission_no","collectors","collection_source","collection_note"
"999","999","T/R/L/4","24/02/2005","8","Cheki Wangmo","Farm store",
"1000","1000","T/R/L/5","24/02/2005","8","Cheki Wangmo","Farm store",
"1001","1001","T/R/L/6","24/02/2005","8","Cheki Wangmo","Farm store",
"1002","1002","T/P/B/1","24/02/2005","8","Cheki Wangmo","Farm store",
"1003","1003","T/P/B/2","24/02/2005","8","Cheki Wangmo","Farm store",
"1004","1004","T/P/B/3","24/02/2005","8","Cheki Wangmo","Farm store",
"1005","1005","T/P/B/4","24/02/2005","8","Cheki Wangmo","Farm store",
"1006","1006","T/P/B/5","24/02/2005","8","Cheki Wangmo","Farm store",
"1007","1007","T/P/D/1","24/02/2005","8","Cheki Wangmo","Farm store","Report"
"1008","1008","T/P/P/1","24/02/2005","8","Cheki Wangmo","Farm store",
"1009","1009","T/P/P/2","24/02/2005","8","Cheki Wangmo","Farm store",
"1010","1010","T/P/P/3","24/02/2005","8","Cheki Wangmo","Farm store",
"1011","1011","T/W/N/1","25/02/2005","8","Cheki Wangmo","Farm store",
"1012","1012","T/W/N/2","25/02/2005","8","Cheki Wangmo","Farm store",
"1013","1013","T/W/N/3","25/02/2005","8","Cheki Wangmo","Farm store",
"1014","1014","T/W/N/4","25/02/2005","8","Cheki Wangmo","Farm store",
"1015","1015","T/W/N/5","25/02/2005","8","Cheki Wangmo","Farm store",
"1016","1016","S/L/S/1","08-03-05","9","Sherub Gyeltshe","Farm store","Improved var."
"1017","1017","S/L/S/2","08-03-05","9","Sherub Gyeltshe","Farm store",
"1018","1018","S/L/S/3","08-03-05","9","Sherub Gyeltshe","Farm store","Rejected"
"1019","1019","S/L/S/4","08-03-05","9","Sherub Gyeltshe","Farm store",
"1020","1020","S/L/S/5","08-03-05","9","Sherub Gyeltshe","Farm store",
"1021","1021","S/L/L/6","08-03-05","9","Sherub Gyeltshe","Farm store",
"1022","1022","S/L/L/7","08-03-05","9","Sherub Gyeltshe","Farm store",
"1023","1023","S/L/L/8","08-03-05","9","Sherub Gyeltshe","Farm store",
"1024","1024","S/L/L/9","08-03-05","9","Sherub Gyeltshe","Farm store",
"1025","1025","S/L/L/10","08-03-05","9","Sherub Gyeltshe","Farm store",
"1026","1026","S/L/L/11","03-08-05","9","Sherub Gyeltshe","Farm store",
"1027","1027","S/L/L/12","08-03-05","9","Sherub Gyeltshe","Farm store",
"1028","1028","S/L/L/13","08-03-05","9","Sherub Gyeltshe","Farm store",
"1029","1029","S/L/R/14","08-03-05","9","Sherub Gyeltshe","Farm store",
"1030","1030","S/L/R/15","08-03-05","9","Sherub Gyeltshe","Farm store",
"1031","1031","S/L/R/16","08-03-05","9","Sherub Gyeltshe","Farm store",
"1032","1032","S/L/R/17","08-03-05","9","Sherub Gyeltshe","Farm store",
"1033","1033","S/L/R/18","08-03-05","9","Sherub Gyeltshe","Farm store",
"1034","1034","S/L/R/19","08-03-05","9","Sherub Gyeltshe","Farm store",
"1035","1035","S/L/R/20","08-03-05","9","Sherub Gyeltshe","Farm store",
"1036","1036","S/L/M/21","08-03-05","9","Sherub Gyeltshe","Farm store","Improve Var."
"1037","1037","P/Y/D/208","09-02-04","1","Cheki Wangmo","Farm store",
"1038","1038","S/L/P/27","08-03-05","9","Sherub Gyeltshe","Farm store",
"1039","1039","S/L/P/28","08-03-05","9","Sherub Gyeltshe","Farm store",
"1040","1040","S/L/P/29","08-03-05","9","Sherub Gyeltshe","Farm store",
"1041","1041","S/L/P/30","08-03-05","9","Sherub Gyeltshe","Farm store",
"1042","1042","S/L/W/31","08-03-05","9","Sherub Gyeltshe","Farm store",
"1043","1043","S/L/W/32","08-03-05","9","Sherub Gyeltshe","Farm store",
"1044","1044","S/L/W/33","08-03-05","9","Sherub Gyeltshe","Farm store",
"1045","1045","S/L/W/34","08-03-05","9","Sherub Gyeltshe","Farm store",
"1046","1046","S/L/W/35","08-03-05","9","Sherub Gyeltshe","Farm store",
"1047","1047","S/L/W/36","08-03-05","9","Sherub Gyeltshe","Farm store",
"1048","1048","S/L/Z/37","08-03-05","9","Sherub Gyeltshe","Farm store","Rejected"
"1049","1049","S/L/Z/38","08-03-05","9","Sherub Gyeltshe","Farm store",
"1050","1050","S/L/Z/39","08-03-05","9","Sherub Gyeltshe","Farm store","Rejected"
"1051","1051","S/L/Z/40","08-03-05","9","Sherub Gyeltshe","Farm store",
"1052","1052","S/L/Z/41","08-03-05","9","Sherub Gyeltshe","Farm store",
"1053","1053","S/L/T/42","08-03-05","9","Sherub Gyeltshe","Farm store","Upland rice variety"
"1054","1054","S/L/T/43","08-03-05","9","Sherub Gyeltshe","Farm store","Improved Var."
"1055","1055","S/L/T/44","08-03-05","9","Sherub Gyeltshe","Farm store",
"1056","1056","S/L/T/45","08-03-05","9","Sherub Gyeltshe","Farm store",
"1057","1057","S/L/T/46","08-03-05","9","Sherub Gyeltshe","Farm store",
"1058","1058","S/L/B/47","08-03-05","9","Sherub Gyeltshe","Farm store","Rejected"
"1059","1059","S/L/B/48","08-03-05","9","Sherub Gyeltshe","Farm store",
"1060","1060","S/L/B/49","08-03-05","9","Sherub Gyeltshe","Farm store",
"1061","1061","S/L/B/50","08-03-05","9","Sherub Gyeltshe","Farm store",
"1062","1062","S/L/B/51","08-03-05","9","Sherub Gyeltshe","Farm store",
"1063","1063","S/L/B/52","08-03-05","9","Sherub Gyeltshe","Farm store","Rejected"
"1064","1064","S/L/B/53","08-03-05","9","Sherub Gyeltshe","Farm store",
"1065","1065","S/L/B/54","08-03-05","9","Sherub Gyeltshe","Farm store",
"1066","1066","S/L/B/55","08-03-05","9","Sherub Gyeltshe","Farm store",
"1067","1067","S/L/B/56","08-03-05","9","Sherub Gyeltshe","Farm store",
"1068","1068","S/L/B/57","08-03-05","9","Sherub Gyeltshe","Farm store",
"1069","1069","S/L/B/58","08-03-05","9","Sherub Gyeltshe","Farm store",
"1070","1070","S/L/B/59","08-03-05","9","Sherub Gyeltshe","Farm store",
"1071","1071","S/L/D/60","08-03-05","9","Sherub Gyeltshe","Farm store",
"1072","1072","S/L/D/61","08-03-05","9","Sherub Gyeltshe","Farm store",
"1073","1073","S/L/D/62","08-03-05","9","Sherub Gyeltshe","Farm store",
"1074","1074","S/L/D/63","08-03-05","9","Sherub Gyeltshe","Farm store",
"1075","1075","S/L/D/64","08-03-05","9","Sherub Gyeltshe","Farm store",
"1076","1076","S/L/D/65","08-03-05","9","Sherub Gyeltshe","Farm store","Rejected"
"1077","1077","S/L/D/66","08-03-05","9","Sherub Gyeltshe","Farm store","Rejected"
"1078","1078","S/L/D/67","08-03-05","9","Sherub Gyeltshe","Farm store",
"1079","1079","S/L/D/68","08-03-05","9","Sherub Gyeltshe","Farm store",
"1080","1080","S/L/D/69","08-03-05","9","Sherub Gyeltshe","Farm store",
"1081","1081","S/L/D/70","08-03-05","9","Sherub Gyeltshe","Farm store",
"1082","1082","S/L/D/71","08-03-05","9","Sherub Gyeltshe","Farm store",
"1083","1083","S/L/D/72","08-03-05","9","Sherub Gyeltshe","Farm store",
"1084","1084","S/L/P/73","08-03-05","9","Sherub Gyeltshe","Farm store",
"1085","1085","S/L/P/74","08-03-05","9","Sherub Gyeltshe","Farm store",
"1086","1086","S/L/P/75","08-03-05","9","Sherub Gyeltshe","Farm store",
"1087","1087","S/L/P/76","08-03-05","9","Sherub Gyeltshe","Farm store","Rejected"
"1088","1088","S/L/P/77","08-03-05","9","Sherub Gyeltshe","Farm store",
"1089","1089","S/L/P/78","08-03-05","9","Sherub Gyeltshe","Farm store",
"1090","1090","S/L/L/79","03-08-05","9","Sherub Gyeltshe","Farm store","Rejected"
"1091","1091","S/L/W/80","08-03-05","9","Sherub Gyeltshe","Farm store","Rejected"
"1092","1092","S/S/D/1","10-03-05","9","Sherub Gyeltshe","Farm store",
"1093","1093","S/S/D/2","10-03-05","9","Sherub Gyeltshe","Farm store",
"1094","1094","P/S/P/122","25/02/2004","1","LN Sharma","Farm store",
"1095","1095","S/S/D/3","10-03-05","9","Sherub Gyeltshe","Farm store",
"1096","1096","S/S/D/4","10-03-05","9","Sherub Gyeltshe","Farm store",
"1097","1097","S/S/D/5","10-03-05","9","Sherub Gyeltshe","Farm store",
"1098","1098","S/S/D/6","10-03-05","9","Sherub Gyeltshe","Farm store","Rejected"
"1099","1099","S/S/D/7","10-03-05","9","Sherub Gyeltshe","Farm store",
"1100","1100","S/S/D/8","10-03-05","9","Sherub Gyeltshe","Farm store",
"1101","1101","S/S/D/9","10-03-05","9","Sherub Gyeltshe","Farm store",
"1102","1102","S/S/D/10","10-03-05","9","Sherub Gyeltshe","Farm store",
"1103","1103","S/S/D/11","10-03-05","9","Sherub Gyeltshe","Farm store",
"1104","1104","S/S/D/12","10-03-05","9","Sherub Gyeltshe","Farm store",
"1105","1105","S/S/D/13","10-03-05","9","Sherub Gyeltshe","Farm store",
"1106","1106","S/S/D/14","10-03-05","9","Sherub Gyeltshe","Farm store",
"1107","1107","S/S/D/15","10-03-05","9","Sherub Gyeltshe","Farm store",
"1108","1108","S/S/D/16","10-03-05","9","Sherub Gyeltshe","Farm store",
"1109","1109","S/S/D/17","10-03-05","9","Sherub Gyeltshe","Farm store",
"1110","1110","S/S/D/18","10-03-05","9","Sherub Gyeltshe","Farm store",
"1111","1111","S/S/S/19","10-03-05","9","Sherub Gyeltshe","Farm store",
"1112","1112","S/S/S/20","10-03-05","9","Sherub Gyeltshe","Farm store",
"1113","1113","S/S/S/21","10-03-05","9","Sherub Gyeltshe","Farm store","Rejected"
"1114","1114","S/S/S/22","10-03-05","9","Sherub Gyeltshe","Farm store",
"1115","1115","S/S/S/23","10-03-05","9","Sherub Gyeltshe","Farm store",
"1116","1116","S/S/K/24","10-03-05","9","Sherub Gyeltshe","Farm store",
"1117","1117","S/S/K/26","10-03-05","9","Sherub Gyeltshe","Farm store",
"1118","1118","S/S/K/27","10-03-05","9","Sherub Gyeltshe","Farm store",
"1119","1119","S/S/K/28","10-03-05","9","Sherub Gyeltshe","Farm store",
"1120","1120","S/S/K/29","10-03-05","9","Sherub Gyeltshe","Farm store",
"1121","1121","S/S/K/30","10-03-05","9","Sherub Gyeltshe","Farm store",
"1122","1122","S/S/K/31","10-03-05","9","Sherub Gyeltshe","Farm store",
"1123","1123","S/S/K/32","10-03-05","9","Sherub Gyeltshe","Farm store",
"1124","1124","S/S/M/33","10-03-05","9","Sherub Gyeltshe","Farm store",
"1125","1125","S/S/M/34","10-03-05","9","Sherub Gyeltshe","Farm store",
"1126","1126","S/S/M/35","10-03-05","9","Sherub Gyeltshe","Farm store",
"1127","1127","S/S/M/36","10-03-05","9","Sherub Gyeltshe","Farm store",
"1128","1128","S/S/M/37","10-03-05","9","Sherub Gyeltshe","Farm store",
"1129","1129","S/S/M/38","10-03-05","9","Sherub Gyeltshe","Farm store","Rejected"
"1130","1130","S/S/M/39","10-03-05","9","Sherub Gyeltshe","Farm store",
"1131","1131","S/S/M/40","10-03-05","9","Sherub Gyeltshe","Farm store",
"1132","1132","S/S/M/41","10-03-05","9","Sherub Gyeltshe","Farm store",
"1133","1133","S/S/M/42","10-03-05","9","Sherub Gyeltshe","Farm store",
"1134","1134","S/S/M/43","10-03-05","9","Sherub Gyeltshe","Farm store","Rejected"
"1135","1135","S/S/M/44","10-03-05","9","Sherub Gyeltshe","Farm store",
"1136","1136","S/S/M/45","10-03-05","9","Sherub Gyeltshe","Farm store",
"1137","1137","S/S/M/46","10-03-05","9","Sherub Gyeltshe","Farm store",
"1138","1138","S/S/M/47","10-03-05","9","Sherub Gyeltshe","Farm store",
"1139","1139","S/S/M/48","10-03-05","9","Sherub Gyeltshe","Farm store",
"1140","1140","S/S/M/49","10-03-05","9","Sherub Gyeltshe","Farm store",
"1141","1141","S/S/M/50","10-03-05","9","Sherub Gyeltshe","Farm store",
"1142","1142","S/S/M/51","10-03-05","9","Sherub Gyeltshe","Farm store",
"1143","1143","S/S/B/52","10-03-05","9","Sherub Gyeltshe","Farm store","Rejected"
"1144","1144","S/S/B/53","10-03-05","9","Sherub Gyeltshe","Farm store",
"1145","1145","S/S/M/54","10-03-05","9","Sherub Gyeltshe","Farm store",
"1146","1146","S/S/M/55","10-03-05","9","Sherub Gyeltshe","Farm store",
"1147","1147","C/D/L/1","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1148","1148","C/D/L/2","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1149","1149","C/D/L/3","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1150","1150","C/D/L/4","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1151","1151","C/D/L/5","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1152","1152","C/D/L/6","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1153","1153","C/D/L/7","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1154","1154","C/D/L/8","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1155","1155","C/D/L/9","13/03/2005","10","Ugyen Phuntsho","Farm store","Climber"
"1156","1156","C/D/U/10","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1157","1157","C/D/U/11","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1158","1158","C/D/U/12","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1159","1159","C/D/B/13","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1160","1160","C/D/B/14","13/03/2005","10","Ugyen Phuntsho","Farm store","Rejected"
"1161","1161","C/D/B/15","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1162","1162","C/D/B/16","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1163","1163","C/D/B/17","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1164","1164","C/D/G/18","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1165","1165","C/D/G/19","13/03/2005","1","Ugyen Phuntsho","Farm store",
"1166","1166","C/D/G/20","13/03/2005","10","Ugyen Phuntsho","Farm store",
"1167","1167","C/D/T/21","14/03/2005","10","Ugyen Phuntsho","Farm store",
"1168","1168","C/D/T/22","14/03/2005","10","Ugyen Phuntsho","Farm store",
"1169","1169","C/D/T/23","14/03/2005","10","Ugyen Phuntsho","Farm store",
"1170","1170","C/D/T/24","14/03/2005","10","Ugyen Phuntsho","Farm store",
"1171","1171","C/D/T/25","14/03/2005","10","Ugyen Phuntsho","Farm store",
"1172","1172","C/D/T/26","14/03/2005","10","Ugyen Phuntsho","Farm store",
"1173","1173","C/B/R/27","15/03/2005","10","Ugyen Phuntsho","Farm store",
"1174","1174","C/B/R/28","15/03/2005","10","Ugyen Phuntsho","Farm store","Rejected"
"1175","1175","C/B/R/29","15/03/2005","10","Ugyen Phuntsho","Farm store",
"1176","1176","C/B/R/30","15/03/2005","10","Ugyen Phuntsho","Farm store","Rejected"
"1177","1177","C/B/R/31","15/03/2005","10","Ugyen Phuntsho","Farm store",
"1178","1178","C/B/R/32","15/03/2005","10","Ugyen Phuntsho","Farm store",
"1179","1179","C/B/R/33","15/03/2005","10","Ugyen Phuntsho","Farm store",
"1180","1180","C/B/S/34","15/03/2005","10","Ugyen Phuntsho","Farm store",
"1181","1181","C/B/K/35","15/03/2005","10","Ugyen Phuntsho","Farm store",
"1182","1182","C/B/K/36","15/03/2005","10","Ugyen Phuntsho","Farm store",
"1183","1183","C/B/K/37","15/03/2005","10","Ugyen Phuntsho","Farm store",
"1184","1184","C/B/K/38","15/03/2005","10","Ugyen Phuntsho","Farm store",
"1185","1185","C/B/K/39","15/03/2005","10","Ugyen Phuntsho","Farm store",
"1186","1186","C/B/M/40","16/03/2005","10","Ugyen Phuntsho","Farm store",
"1187","1187","C/B/M/41","16/03/2005","10","Ugyen Phuntsho","Farm store",
"1188","1188","C/B/M/42","16/03/2005","10","Ugyen Phuntsho","Farm store",
"1189","1189","C/B/P/43","16/03/2005","10","Ugyen Phuntsho","Farm store",
"1190","1190","C/B/P/44","16/03/2005","10","Ugyen Phuntsho","Farm store",
"1191","1191","C/B/B/45","16/03/2005","10","Ugyen Phuntsho","Farm store",
"1192","1192","C/B/B/46","16/03/2005","10","Ugyen Phuntsho","Farm store","Rejected"
"1193","1193","C/P/T/47","17/03/2005","10","Ugyen Phuntsho","Farm store",
"1194","1194","C/P/T/48","17/03/2005","10","Ugyen Phuntsho","Farm store",
"1195","1195","C/P/T/49","17/03/2005","10","Ugyen Phuntsho","Farm store",
"1196","1196","C/P/T/50","17/03/2005","10","Ugyen Phuntsho","Farm store","Scentented & sticky"
"1197","1197","C/P/T/51","17/03/2005","10","Ugyen Phuntsho","Farm store","Hard to thresh"
"1198","1198","C/P/T/52","17/03/2005","10","Ugyen Phuntsho","Farm store",
"1199","1199","C/P/T/53","17/03/2005","10","Ugyen Phuntsho","Farm store",
"1200","1200","C/P/T/54","17/03/2005","10","Ugyen Phuntsho","Farm store",
"1201","1201","C/P/A/55","17/03/2005","10","Ugyen Phuntsho","Farm store",
"1202","1202","C/P/A/56","17/03/2005","10","Ugyen Phuntsho","Farm store",
"1203","1203","C/P/A/57","17/03/2005","10","Ugyen Phuntsho","Farm store",
"1204","1204","C/P/A/58","17/03/2005","10","Ugyen Phuntsho","Farm store",
"1205","1205","C/P/A/59","17/03/2005","10","Ugyen Phuntsho","Farm store","Rejected"
"1206","1206","C/P/R/60","17/03/2005","10","Ugyen Phuntsho","Farm store",
"1207","1207","S/S/B/01","18/03/2005","10","Ugyen Phuntsho","Farm store",
"1208","1208","S/S/B/02","18/03/2005","10","Ugyen Phuntsho","Farm store",
"1209","1209","S/S/B/03","18/03/2005","10","Ugyen Phuntsho","Farm store",
"1210","1210","S/S/B/04","18/03/2005","10","Ugyen Phuntsho","Farm store",
"1211","1211","S/S/B/04","18/03/2005","10","Ugyen Phuntsho","Farm store",
"1212","1212","S/S/B/05","18/03/2005","10","Ugyen Phuntsho","Farm store",
"1213","1213","S/S/B/06","18/03/2005","10","Ugyen Phuntsho","Farm store",
"1214","1214","S/S/B/07","18/03/2005","10","Ugyen Phuntsho","Farm store",
"1215","1215","S/S/L/08","18/03/2005","10","Ugyen Phuntsho","Farm store",
"1216","1216","S/S/L/09","18/03/2005","10","Ugyen Phuntsho","Farm store",
"1217","1217","S/S/L/10","18/03/2005","10","Ugyen Phuntsho","Farm store","White variety"
"1218","1218","S/S/L/11","18/03/2005","10","Ugyen Phuntsho","Farm store",
"1219","1219","S/G/G/12","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1220","1220","S/G/G/13","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1221","1221","S/G/G/14","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1222","1222","S/G/T/15","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1223","1223","S/G/T/16","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1224","1224","S/G/K/18","19/03/2005","10","Ugyen Phuntsho","Farm store","Irrigationthrough out the crpping season"
"1225","1225","S/G/K/18","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1226","1226","S/G/K/19","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1227","1227","S/G/K/20","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1228","1228","S/G/K/21","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1229","1229","S/G/K/21","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1230","1230","S/G/K/22","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1231","1231","S/G/K/23","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1232","1232","S/G/K/24","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1233","1233","S/G/K/25","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1234","1234","S/G/S/26","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1235","1235","S/C/C/27","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1236","1236","S/C/C/28","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1237","1237","S/C/C/29","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1238","1238","S/C/C/30","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1239","1239","S/C/C/31","19/03/2005","10","Ugyen Phuntsho","Farm store",
"1240","1240","S/S/B/32","20/03/2005","10","Ugyen Phuntsho","Farm store",
"1241","1241","S/S/B/33","20/03/2005","10","Ugyen Phuntsho","Farm store",
"1242","1242","S/S/B/34","20/03/2005","10","Ugyen Phuntsho","Farm store",
"1243","1243","S/S/B/35","20/03/2005","10","Ugyen Phuntsho","Farm store",
"1244","1244","S/S/B/36","20/03/2005","10","Ugyen Phuntsho","Farm store",
"1245","1245","S/S/B/37","20/03/2005","10","Ugyen Phuntsho","Farm store",
"1246","1246","S/S/H/38","20/03/2005","10","Ugyen Phuntsho","Farm store",
"1247","1247","S/T/K/39","20/03/2005","10","Ugyen Phuntsho","Farm store",
"1248","1248","S/B/T/40","20/03/2005","10","Ugyen Phuntsho","Farm store",
"1249","1249","S/G/K/41","20/03/2005","10","Ugyen Phuntsho",,
"1250","1250","S/C/B/42","21/03/2005","10","Ugyen Phuntsho","Farm store",
"1251","1251","S/C/B/43","21/03/2005","10","Ugyen Phuntsho","Farm store",
"1252","1252","S/C/B/44","21/03/2005","10","Ugyen Phuntsho","Farm store",
"1253","1253","S/C/B/45","21/03/2005","10","Ugyen Phuntsho","Farm store","Rejected"
"1254","1254","S/C/B/46","21/03/2005","10","Ugyen Phuntsho","Farm store",
"1255","1255","S/C/B/47","21/03/2005","10","Ugyen Phuntsho","Farm store",
"1256","1256","S/C/B/48","21/03/2005","10","Ugyen Phuntsho","Farm store",
"1257","1257","S/N/B/49","21/03/2005","10","Ugyen Phuntsho","Farm store",
"1258","1258","S/N/B/50","21/03/2005","10","Ugyen Phuntsho","Farm store",
"1259","1259","S/N/B/51","21/03/2005","10","Ugyen Phuntsho","Farm store",
"1260","1260","S/N/B/52","21/03/2005","10","Ugyen Phuntsho","Farm store",
"1261","1261","S/C/C/53","21/03/2005","10","Ugyen Phuntsho","Farm store",
"1262","1262","S/C/C/54","21/03/2005","10","Ugyen Phuntsho","Farm store",
"1263","1263","S/D/B/55","22/03/2005","10","Ugyen Phuntsho","Farm store",
"1264","1264","S/D/B/56","22/03/2005","10","Ugyen Phuntsho","Farm store",
"1265","1265","S/D/B/57","22/03/2005","10","Ugyen Phuntsho","Farm store",
"1266","1266","S/D/B/58","22/03/2005","10","Ugyen Phuntsho","Farm store",
"1267","1267","S/D/B/59","22/03/2005","10","Ugyen Phuntsho","Farm store",
"1268","1268","S/D/B/60","22/03/2005","10","Ugyen Phuntsho","Farm store",
"1269","1269","S/D/B/61","22/03/2005","10","Ugyen Phuntsho","Farm store",
"1270","1270","S/D/B/62","22/03/2005","10","Ugyen Phuntsho","Farm store",
"1271","1271","S/D/T/63","22/03/2005","10","Ugyen Phuntsho","Farm store",
"1272","1272","S/D/T/64","22/03/2005","10","Ugyen Phuntsho","Farm store",
"1273","1273","G/K/C/1","06-04-05","11","Ugyen Phuntsho","Farm store",
"1274","1274","G/K/B/2","06-04-05","11","Ugyen Phuntsho","Farm store",
"1275","1275","G/K/B/3","06-04-05","11","Ugyen Phuntsho","Farm store",
"1276","1276","G/K/B/4","06-04-05","11","Ugyen Phuntsho","Farm store",
"1277","1277","G/K/D/5","06-04-05","11","Ugyen Phuntsho","Farm store",
"1278","1278","G/K/D/6","06-04-05","11","Ugyen Phuntso","Farm store",
"1279","1279","G/K/D/7","06-04-05","11","Ugyen Phuntso","Farm store",
"1280","1280","G/K/D/8","06-04-05","11","Ugyen Phuntso","Farm store",
"1281","1281","G/K/D/9","06-04-05","11","Ugyen Phuntso","Farm store",
"1282","1282","G/K/D/10","06-04-05","11","Ugyen Phuntso","Farm store",
"1283","1283","G/K/D/11","06-04-05","11","Ugyen Phuntso","Farm store",
"1284","1284","S/B/P/09","16/11/2005","12","Cheki Wangmo","Farm store",
"1285","1285","S/B/P/10","16/11/2005","12","Cheki Wangmo","Farm store",
"1286","1286","S/B/P/11","16/11/2005","12","Cheki Wangmo","Farm store",
"1287","1287","S/B/P/12","16/11/2005","12","Cheki Wangmo","Farm store",
"1288","1288","S/P/K/13","17/11/2005","12","Cheki Wangmo","Farm store",
"1289","1289","S/B/K/14","17/11/2005","12","Cheki wangmo","Farm store",
"1290","1290","S/B/K/15","17/11/2005","12","Cheki wangmo","Farm store",
"1291","1291","S/B/K/16","17/11/2005","12","Cheki wangmo","Farm store",
"1292","1292","S/B/K/17","17/11/2005","12","Cheki wangmo","Farm store",
"1293","1293","S/P/P/18","18/11/2005","12","Ugyen Phuntsho","Farm store",
"1294","1294","S/P/P/19","18/11/2005","12","Ugyen Phuntsho","Farm store",
"1295","1295","S/P/P/20","18/11/2005","12","Ugyen Phuntsho","Farm store",
"1296","1296","S/P/P/21","18/11/2005","12","Ugyen Phuntsho","Farm store",
"1297","1297","S/P/P/22","18/11/2005","12","Ugyen Phuntsho","Farm store",
"1298","1298","S/P/P/23","18/11/2005","12","Ugyen Phuntsho","Farm store","Scented"
"1299","1299","S/P/P/24","18/11/2005","12","Ugyen Phuntsho","Farm store",
"1300","1300","S/P/P/25","18/11/2005","12","Ugyen Phuntsho","Farm store",
"1301","1301","S/P/P/26","18/11/2005","12","Ugyen Phuntsho","Farm store",
"1302","1302","S/P/P/27","18/11/2005","12","Ugyen Phuntsho","Farm store",
"1303","1303","S/P/B/28","18/11/2005","12","Ugyen Phuntsho","Farm store",
"1304","1304","S/P/B/29","18/11/2005","12","Ugyen Phuntsho","Farm store","High yielding

Low germination"
"1305","1305","S/P/B/30","18/11/2005","12","Ugyen Phuntsho","Farm store",
"1306","1306","S/P/K/31","20/11/2005","12","Ugyen Phuntsho","Farm store","Scented"
"1307","1307","S/M/M/32","21/11/2005","12","Ugyen Phuntsho","Farm store","Low yield"
"1308","1308","S/M/M/33","21/11/2005","12","Ugyen Phuntsho","Farm store",
"1309","1309","S/M/M/34","21/11/2005","12","Ugyen Phuntsho","Farm store",
"1310","1310","S/M/M/35","21/11/2005","12","Ugyen Phuntsho","Farm store",
"1311","1311","S/M/M/36","21/11/2005","12","Ugyen Phuntsho","Farm store",
"1312","1312","S/M/M/37","21/11/2005","12","Ugyen Phuntsho","Farm store",
"1313","1313","S/M/M/38","21/11/2005","12","Ugyen Phuntsho","Farm store","Improved var."
"1314","1314","S/M/M/39","21/11/2005","12","Ugyen Phuntsho","Farm store","Difficult to thresh"
"1315","1315","S/M/M/40","21/11/2005","12","Ugyen Phuntsho","Farm store",
"1316","1316","S/M/M/41","21/11/2005","12","Ugyen Phuntsho","Farm store","White and sticky rice, tall plt ht"
"1317","1317","S/M/G/42","22/11/2005","12","Ugyen Phuntsho","Farm store",
"1318","1318","S/M/G/43","22/11/2005","12","Ugyen Phuntsho","Farm store",
"1319","1319","S/M/G/44","22/11/2005","12","Ugyen Phuntsho","Farm store",
"1320","1320","S/M/G/45","22/11/2005","12","Ugyen Phuntsho","Farm store",
"1321","1321","S/M/G/46","22/11/2005","12","Ugyen Phuntsho","Farm store",
"1322","1322","S/M/G/47","22/11/2005","12","Ugyen Phuntsho","Farm store",
"1323","1323","S/M/G/48","22/11/2005","12","Ugyen Phuntsho","Farm store",
"1324","1324","S/M/G/49","22/11/2005","12","Ugyen Phuntsho","Farm store",
"1325","1325","S/M/K/50","22/11/2005","12","Ugyen Phuntsho","Farm store",
"1326","1326","S/M/K/51","22/11/2005","12","Ugyen Phuntsho","Farm store",
"1327","1327","S/M/K/52","23/11/2005","12","Ugyen Phuntsho","Farm store",
"1328","1328","S/M/K/53","23/11/2005","12","Ugyen Phuntsho","Farm store",
"1329","1329","S/M/K/54","23/11/2005","12","Ugyen Phuntsho","Farm store",
"1330","1330","S/M/K/55","23/11/2005","12","Ugyen Phuntsho","Farm store",
