"seed_id","donor_id","collection_rep","type","samplestatus_id","p_user_id","crop_name","family","genus","species","sub_texa","local_name","localvariety_name","material_type","classification","resistant","susceptible","important","p_stored_date"
"1745","1745","P/C/T/03","passport","2","1","Soya bean","Fabaceae","Glycine","max",,"Leebi","Leebi","Seed","Oil",,,,"Old Data"
"1746","1746","P/C/T/04","passport","0","1","Groundnut","Fabaceae","Arachis","hypogaea",,"Badam","Badam","Seed","Oil",,,,"Old Data"
"1747","1747","P/C/T/05","passport","2","1","Vigna","Fabaceae","Vigna",,,"Gakpu","Gakpu","Seed","Legumes",,,,"Old Data"
"1748","1748","P/C/T/06","passport","0","1","Perilla","Lamiaceae","Perilla","frutescens",,"Nam","Naam","Seed","Oil",,,,"Old Data"
"1749","1749","P/C/T/07","passport","0","1","Perilla","Lamiaceae","Perilla","frutescens",,"Nam","Ying Naam","Seed","Oil",,,,"Old Data"
"1750","1750","P/C/M/01","passport","3","1","Maize","Poaceae","Zea","mays",,"Ashom","Ashom","Seed","Cereal",,,,"Old Data"
"1751","1751","P/C/M/02","passport","2","1","Bitter Buckwheat","Polygonaceae","Fagopyrum","tartaricum",,"Khala","Khala","Seed","Cereal",,,,"Old Data"
"1752","1752","P/C/M/03","passport","2","1","Amaranthus","Amaranthaceae","Amaranthus","spp",,"Lhasamo","Lhasamo","Seed","Cereal",,,,"Old Data"
"1753","1753","P/C/M/05","passport","2","1","Sweet Buckwheat","Polygonaceae","Fagopyrum","esculentum",,"Braima","Braima","Seed","Cereal",,,,"Old Data"
"1754","1754","P/C/M/04","passport","2","1","Foxtail Millet","Poaceae","Setaria","italica",,"Yangra","Chema Yangra","Seed","Cereal",,,,"Old Data"
"1755","1755","P/C/M/06","passport","0","1","Barley","Poaceae","Hordeum","vulgare",,"Shophu","Shophu","Seed","Cereal",,,,"Old Data"
"1756","1756","P/C/M/07","passport","2","1","Mustard","Brassicaceae","Brassica","campestris",,"Memba","Memba","Seed","Oil",,,,"Old Data"
"1757","1757","P/C/M/08","passport","0","1","Maize","Poaceae","Zea","mays",,"Ashom","Ashom Daza","Seed","Cereal",,,,"Old Data"
"1758","1758","P/C/M/09","passport","0","1","Radish","Brassicaceae","Raphanus","sativus",,"Mulay","Mulay Tsalu","Seed","Vegetable",,,,"Old Data"
"1759","1759","P/C/M/11","passport","0","1","Finger Millet","Poaceae","Eleusine","coracana",,"Kungku","Kungku","Seed","Cereal",,,,"Old Data"
"1760","1760","P/C/M/10","passport","3","1","Maize","Poaceae","Zea","mays",,"Ashom","Ashom Tsalo","Seed","Cereal",,,,"Old Data"
"1761","1761","P/C/M/12","passport","2","1","Foxtail Millet","Poaceae","Setaria","italica",,"Yangra","Rongshong Yangr","Seed","Cereal",,,,"Old Data"
"1762","1762","P/K/B/01","passport","2","1","Bean","Fabaceae","Phaseolus","vulgaris",,"Oray","Brokpaling Oray","Seed","Legumes",,,,"Old Data"
"1763","1763","P/K/B/02","passport","0","1","Vigna","Fabaceae","Vigna","umbellata","Nill","Singye","Singye","Seed","Legumes","Nill","Nill","sample rejected","Old Data"
"1764","1764","P/K/B/03","passport","2","1","Maize","Poaceae","Zea","mays",,"Ashom","Ashom","Seed","Cereal",,,,"Old Data"
"1765","1765","P/K/B/04","passport","0","1","Bitter Buckwheat","Polygonaceae","Fagopyrum","tartaricum",,"Khala","Khala","Seed","Cereal",,,,"Old Data"
"1766","1766","P/K/B/05","passport","0","1","Vigna","Fabaceae","Vigna","umbellata",,"Singye","Jok Singye","Seed","Legumes",,,,"Old Data"
"1767","1767","P/K/Y/06","passport","2","1","Vigna","Fabaceae","Vigna","umbellata",,"Singye","Jok Singye","Seed","Legumes",,,,"Old Data"
"1768","1768","P/K/Y/07","passport","0","1","Perilla","Lamiaceae","Perilla","frutescens",,"Nam","Naam","Seed","Oil",,,,"Old Data"
"1769","1769","P/K/Y/08","passport","2","1","Soya bean","Fabaceae","Glycine","max",,"Leebi","Leebi","Seed","Oil",,,,"Old Data"
"1770","1770","P/K/Y/09","passport","2","1","Sweet Buckwheat","Polygonaceae","Fagopyrum","esculentum",,"Braimo","Braimo","Seed","Cereal",,,,"Old Data"
"1771","1771","P/K/K/10","passport","0","1","Finger Millet","Poaceae","Eleusine","coracana",,"Kungku","Kungku","Seed","Cereal",,,,"Old Data"
"1772","1772","P/K/K/11","passport","3","1","Paddy","Poaceae","Oryza","sativa",,"Bara","Pang Bara Tsalo","Seed","Cereal",,,,"Old Data"
"1773","1773","P/K/K/12","passport","3","1","Maize","Poaceae","Zea","mays",,"Ashom","Kanglungpa Asho","Seed","Cereal",,,,"Old Data"
"1774","1774","P/K/P/13","passport","3","1","Paddy","Poaceae","Oryza","sativa",,"Bara","Tshewang bara","Seed","Cereal",,,,"Old Data"
"1775","1775","P/K/K/14","passport","2","1","Cowpea","Fabaceae","Vigna","unguiculata",,"Nangmey","Nangmey","Seed","Legumes",,,,"Old Data"
"1776","1776","P/K/K/15","passport","0","1","Soya bean","Fabaceae","Glycine","max",,"Leebi","Leebi","Seed","Oil",,,,"Old Data"
"1777","1777","P/K/K/16","passport","2","1","Bean","Fabaceae","Phaseolus","vulgaris",,"Oray","Kharshing Oray","Seed","Legumes",,,,"Old Data"
"1778","1778","P/K/K/17","passport","2","1","Vigna","Fabaceae","Vigna","umbellata",,"Singye","Khangma Singye","Seed","Legumes",,,,"Old Data"
"1779","1779","P/K/Y/18","passport","0","1","Cowpea","Fabaceae","Vigna","unguiculata",,"Goibee","Goibee","Seed","Legumes",,,,"Old Data"
"1780","1780","P/K/Y/19","passport","2","1","Amaranthus","Amaranthaceae","Amaranthus","spp",,"Lhasomo","Lhasomo","Seed","Cereal",,,,"Old Data"
"1781","1781","P/T/Z/1","passport","2","1","Maize","Poaceae","Zea","mays",,"Ashom","Ashom","Seed","Cereal",,,,"Old Data"
"1782","1782","P/T/Z/02","passport","2","1","Finger Millet","Poaceae","Eleusine","coracana",,"Kungku","Kungku","Seed","Cereal",,,,"Old Data"
"1783","1783","P/T/Z/03","passport","2","1","Foxtail Millet","Poaceae","Setaria","italica",,"Yangra","Chema Yangra","Seed","Cereal",,,,"Old Data"
"1784","1784","P/T/Z/04","passport","0","1","Perilla","Lamiaceae","Perilla","frutescens",,"Nam","Naam","Seed","Oil",,,,"Old Data"
"1785","1785","P/T/Z/05","passport","0","1","Barley","Poaceae","Hordeum","vulgare","Nill","Femung","Tongla Femung","Seed","Cereal","Nill","Nill","Awnless, High yielding

sample rejected","Old Data"
"1786","1786","P/T/Z/06","passport","3","1","Paddy","Poaceae","Oryza","sativa",,"Bara","Bethpu Bara","Seed","Cereal",,,,"Old Data"
"1787","1787","P/T/S/07","passport","3","1","Paddy","Poaceae","Oryza","sativa",,"Bara","Pang Bara (Whit","Seed","Cereal",,,,"Old Data"
"1788","1788","P/T/S/08","passport","2","1","Maize","Poaceae","Zea","mays",,"Ashom","Ashom Barma","Seed","Cereal",,,,"Old Data"
"1789","1789","P/T/S/09","passport","2","1","Foxtail Millet","Poaceae","italica","Seteria",,"Yangra","Chema Yangra","Seed","Cereal",,,,"Old Data"
"1790","1790","P/T/S/10","passport","0","1","Foxtail Millet","Poaceae","Setaria","italica",,"Yangra","Chema Yangra","Seed","Cereal",,,,"Old Data"
"1791","1791","P/T/S/11","passport","0","1","Mustard","Brassicaceae","Brassica","campestris",,"Mema","Mema","Seed","Oil",,,,"Old Data"
"1792","1792","P/T/S/12","passport","0","1","Vigna","Fabaceae","Vigna","umbellata",,"Singye","Singye","Seed","Legumes",,,,"Old Data"
"1793","1793","P/T/S/13","passport","3","1","Barley","Poaceae","Hordeum","vulgare",,"Femung","Zu Femung","Seed","Cereal",,,,"Old Data"
"1794","1794","P/T/S/14","passport","0","1","Soya bean","Fabaceae","Glycine","max",,"Leebi","Leebi","Seed","Oil",,,,"Old Data"
"1795","1795","W/N/S/01","passport","3","1","Paddy","Poaceae","Oryza","sativa",,"Bja","Kongtshey","Seed","Cereal",,,,"Old Data"
"1796","1796","L/G/L/45","passport","0","1","Vigna","Fabaceae","Vigna",,,"Gakpu","Gakpu","Seed","Legumes",,,,"Old Data"
"1797","1797","L/G/L/46","passport","3","1","Paddy","Poaceae","Oryza","sativa",,"Bra","Wangdi Karmo Br","Seed","Cereal",,,,"Old Data"
"1798","1798","L/G/B/47","passport","0","1","Paddy","Poaceae","Oryza","sativa",,"Bra","Ngingpa Zakha","Seed","Cereal",,,,"Old Data"
"1799","1799","L/G/B/48","passport","3","1","Maize","Poaceae","Zea","mays",,"Ashom","Ningpa","Seed","Cereal",,,,"Old Data"
"1800","1800","L/G/B/49","passport","0","1","Amaranthus","Amaranthaceae","Amaranthus","spp",,"Muth","Shar Muth","Seed","Cereal",,,,"Old Data"
"1801","1801","L/G/N/50","passport","3","1","Paddy","Poaceae","Oryza","sativa",,"Bra","Bunalingpa Bra","Seed","Cereal",,,,"Old Data"
"1802","1802","L/G/N/51","passport","3","1","Paddy","Poaceae","Oryza","sativa",,"Bra","Naypa Bra","Seed","Cereal",,,,"Old Data"
"1803","1803","L/G/N/52","passport","2","1","Mustard","Brassicaceae","Brassica","campestris",,"Yungkar","Yungkar","Seed","Oil",,,,"Old Data"
"1804","1804","L/G/N/53","passport","2","1","Finger Millet","Poaceae","Eleusine","coracana",,"Thray","Thray","Seed","Cereal",,,,"Old Data"
"1805","1805","L/G/N/54","passport","0","1","Sweet Buckwheat","Polygonaceae","Fagopyrum","esculentum",,"Jara","Jara","Seed","Cereal",,,,"Old Data"
"1806","1806","L/G/N/55","passport","2","1","Soya bean","Fabaceae","Glycine","max",,"Leebi","Dakpa Leebi","Seed","Oil",,,,"Old Data"
"1807","1807","L/G/L/56","passport","0","1","Soya bean","Fabaceae","Glycine","max",,"Leebi","Dakpa Leebi","Seed","Oil",,,,"Old Data"
"1808","1808","L/G/S/57","passport","2","1","Bean","Fabaceae","Phaseolus","vulgaris",,"Shaypen","Shaypen","Seed","Legumes",,,,"Old Data"
"1809","1809","L/G/S/58","passport","0","1","Maize","Poaceae","Zea","mays",,"Ashom","Benjarpa Ashom","Seed","Cereal",,,,"Old Data"
"1810","1810","L/G/S/59","passport","3","1","Paddy","Poaceae","Oryza","sativa",,"Bra","Ola Bra","Seed","Cereal",,,,"Old Data"
"1811","1811","L/G/C/60","passport","3","1","Paddy","Poaceae","Oryza","sativa",,"Bra","Kam Bra","Seed","Cereal",,,,"Old Data"
"1812","1812","L/G/C/61","passport","2","1","Finger Millet","Poaceae","Eleusine","coracana",,"Thray","Thray Shambula","Seed","Cereal",,,,"Old Data"
"1813","1813","L/G/C/62","passport","2","1","Finger Millet","Poaceae","Eleusine","coracana",,"Thray","Mathray","Seed","Cereal",,,,"Old Data"
"1814","1814","L/G/C/63","passport","0","1","Soya bean","Fabaceae","Glycine","max",,"Shawling","Dakpa Shawling","Seed","Oil",,,,"Old Data"
"1815","1815","L/G/C/64","passport","0","1","Amaranthus","Amaranthaceae","Amaranthus","spp",,"Lhasomo","Lhasomo","Seed","Cereal",,,,"Old Data"
"1816","1816","L/G/C/65","passport","2","1","Finger Millet","Poaceae","Eleusine","coracana",,"Thray","Ngaza Thray","Seed","Cereal",,,,"Old Data"
"1817","1817","L/G/Z/66","passport","2","1","Vigna","Fabaceae","Vigna",,,"Gakpu","Gakpu","Seed","Legumes",,,,"Old Data"
"1818","1818","L/G/P/67","passport","3","1","Maize","Poaceae","Zea","mays",,"Chakhor","Temchila","Seed","Cereal",,,,"Old Data"
"1819","1819","L/G/N/68","passport","2","1","Maize","Poaceae","Zea","mays",,"Ashom","Ashom Serpo","Seed","Cereal",,,,"Old Data"
"1820","1820","L/G/G/69","passport","0","1","Maize","Poaceae","Zea","mays",,"Ashom","Yangtsepa","Seed","Cereal",,,,"Old Data"
"1821","1821","L/G/G/70","passport","3","1","Paddy","Poaceae","Oryza","sativa",,"Bra","Wangda Karm","Seed","Cereal",,,,"Old Data"
"1822","1822","L/G/L/71","passport","2","1","Bean","Fabaceae","Phaseolus","vulgaris",,"Shaypen","Moranmo Shaypen","Seed","Legumes",,,,"Old Data"
"1823","1823","L/K/U/72","passport","0","1","Finger Millet","Poaceae","Eleusine","coracana",,"Thray","Thray","Seed","Cereal",,,,"Old Data"
"1824","1824","L/G/G/73","passport","3","1","Paddy","Poaceae","Oryza","sativa",,"Bra","Butshula Bra","Seed","Cereal",,,,"Old Data"
"1825","1825","L/G/N/74","passport","3","1","Paddy","Poaceae","Oryza","sativa",,"Bra","Bra Hamzaywa","Seed","Cereal",,,,"Old Data"
"1826","1826","L/K/J/75","passport","3","1","Paddy","Poaceae","Oryza","sativa",,"Bra","Asu Bra","Seed","Cereal",,,,"Old Data"
"1827","1827","L/G/N/76","passport","3","1","Paddy","Poaceae","Oryza","sativa",,"Bra","Bra","Seed","Cereal",,,,"Old Data"
"1828","1828","L/G/G/77","passport","3","1","Paddy","Poaceae","Oryza","sativa",,"Bra","Kaliphupa Bra","Seed","Cereal",,,,"Old Data"
"1829","1829","L/G/N/78","passport","0","1","Maize","Poaceae","Zea","mays",,"Ashom","Pema Koepa","Seed","Cereal",,,,"Old Data"
"1830","1830","S/B/L/01","passport","2","1","Maize","Poaceae","Zea","mays",,"Gayza","Sathiya","Seed","Cereal",,,,"Old Data"
"1831","1831","S/B/L/02","passport","0","1","Maize","Poaceae","Zea","mays",,"gayza","Sanu  paheli","Seed","Cereal",,,,"Old Data"
"1832","1832","S/B/03","passport","0","1","Vigna","Fabaceae","Vigna","umbellata",,"Masham","Yellow","Seed","Legumes",,,,"Old Data"
"1833","1833","S/B/G/04","passport","0","1","Maize","Poaceae","Zea","mays",,"Makai","Thrulo  makai","Seed","Cereal",,,,"Old Data"
"1834","1834","S/B/G/05","passport","0","1","Finger Millet","Poaceae","Eleusine","coracana",,"Kodo","kalo  Kodo","Seed","Cereal",,,,"Old Data"
"1835","1835","S/B/G/06","passport","0","1","Maize","Poaceae","Zea","mays",,"Makai","Sheti  makai","Seed","Cereal",,,,"Old Data"
"1836","1836","S/B/G/07","passport","0","1","Sweet Buckwheat","Polygonaceae","Fagopyrum","esculentum",,"Faphar","Mithay faphar","Seed","Cereal",,,,"Old Data"
"1837","1837","S/B/G/08","passport","0","1","Bitter Buckwheat","Polygonaceae","Fagopyrum","tartaricum",,"Faphar","Cheneya  faphar","Seed","Cereal",,,,"Old Data"
"1838","1838","S/B/G/10","passport","2","1","Mustard","Brassicaceae","Brassica","campestris",,"Tori","Thrulo Tori","Seed","Oil",,,,"Old Data"
"1839","1839","S/B/G/11","passport","0","1","Vigna","Fabaceae","Vigna","umbellata",,"Masham","pash pati","Seed","Legumes",,,,"Old Data"
"1840","1840","W/S/N/1","passport","0","1","Barley","Poaceae","Hordeum","vulgare",,"Na","Gayna","Seed","Cereal",,,,"Old Data"
"1841","1841","W/S/N/2","passport","2","1","Bitter Buckwheat","Polygonaceae","Fagopyrum","tartaricum",,"Bjo","Bjo","Seed","Cereal",,,,"Old Data"
"1842","1842","W/S/N/3","passport","2","1","Bean","Fabaceae","Phaseolus","vulgaris",,"Semchu","Semchum Chauli","Seed","Legumes",,,,"Old Data"
"1843","1843","W/S/N/4","passport","0","1","Bean","Fabaceae","Phaseolus","vulgaris",,"Semchum","Semchum Sep","Seed","Legumes",,,,"Old Data"
"1844","1844","T/B/D/6","passport","2","1","Maize","Poaceae","Zea","mays",,"Asham","Asham","Seed","Cereal",,,,"Old Data"
"1845","1845","W/S/B/5","passport","2","1","Bean","Fabaceae","Phaseolus","vulgaris","Nilll","Semchum","Semchum Ngotam","Seed","Legumes","Nill","Nill","Yellow and Climbing variety","Old Data"
"1846","1846","W/S/B/6","passport","2","1","Wheat","Poaceae","Triticum","aestivum","nill","Ka","Ka Doma","Seed","Cereal","Resistant to froast","nill","Used for home consumption and local briewing","Old Data"
"1847","1847","W/S/B/7","passport","3","1","Barley","Poaceae","Hordeum","vulgare","nill","Na","Gay Na","Seed","Cereal","nill","nill","nill","Old Data"
"1848","1848","W/S/B/8","passport","0","1","Bitter Buckwheat","Polygonaceae","Fagopyrum","tartaricum","nill","Bjo","Bjo Kagom/Nagum","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1849","1849","W/P/Z/9","passport","0","1","Turnip","Brassicaceae","Brassica","rapa","Nill","Yundo","Yundo","Seed","Vegetable","Nill","Nill","Nill","Old Data"
"1850","1850","W/P/P/10","passport","2","1","Barley","Poaceae","Hordeum","vulgare","Nill","Ka","Ka","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1851","1851","W/P/P/11","passport","2","1","Bitter Buckwheat","Polygonaceae","Fagopyrum","tartaricum","Nill","Bjo/Brem","Bjo/Brem","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1852","1852","W/P/H/12","passport","2","1","Barley","Poaceae","Hordeum","vulgare","Nill","Na","Na","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1853","1853","W/P/H/13","passport","0","1","Wheat","Poaceae","Triticum","aestivum","Nill","Ka","Ka","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1854","1854","W/P/H/14","passport","2","1","Bitter Buckwheat","Polygonaceae","Fagopyrum","tartaricum","Nill","Bjo","Bjo","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1855","1855","W/P/H/15","passport","0","1","Turnip","Brassicaceae","Brassica","rapa","Nill","Yundo","Yundo","Seed","Vegetable","Nill","Nill","Nill","Old Data"
"1856","1856","W/P/H/16","passport","0","1","Amaranthus","Amaranthaceae","Amaranthus","spp","Nill","Zhimtsi","Zhimtshi Kaap","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1857","1857","W/P/H/17","passport","0","1","Sweet Buckwheat","Polygonaceae","Fagopyrum","esculentum","Nill","Gayray","Gayray","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1858","1858","W/D/T/18","passport","2","1","Barley","Poaceae","Hordeum","vulgare","Nill","Na","Jana Chukum","Seed","Cereal","Nll","Nill","Bold grains","Old Data"
"1859","1859","W/D/T/19","passport","2","1","Barley","Poaceae","Hordeum","vulgare","Nill","Na","Na Gurdum","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1860","1860","W/D/C/20","passport","3","1","Barley","Poaceae","Hordeum","vulgare","Nill","Na","Gay Na","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1861","1861","W/D/C/21","passport","0","1","Wheat","Poaceae","Triticum","aestivum","Nill","Ka","Joka","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1862","1862","W/D/C/23","passport","0","1","Amaranthus","Amaranthaceae","Amaranthus","virdis","Nill","Mao/Zhimtshi","Mao/Zhimtshi","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1863","1863","W/D/C/22","passport","2","1","Mustard","Brassicaceae","Brassica","campestris","Nill","Peka","Peka Longkhom","Seed","Oil","Nill","Nill","Nill","Old Data"
"1864","1864","W/D/C/24","passport","2","1","Bitter Buckwheat","Polygonaceae","Fagopyrum","tartaricum","Nill","Bjo/Brem","Bjo/Brem","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1865","1865","W/D/T/25","passport","2","1","Wheat","Poaceae","Triticum","aestivum","Nill","Ka","Ka Joma","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1866","1866","W/D/T/26","passport","0","1","Sweet Buckwheat","Polygonaceae","Fagopyrum","esculentum","Nill","Gayray","Gayray","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1867","1867","W/D/D/27","passport","3","1","Maize","Poaceae","Zea","mays","Nill","Gayza","Lasum Gayza","Seed","Cereal","Nill","Nill","Matures in three months","Old Data"
"1868","1868","W/D/D/28","passport","0","1","Vigna","Fabaceae","Vigna","spp","Nill","Sem","Sem Mukchu","Seed","Legumes","Nill","Nill","Used for rituals (Dem)","Old Data"
"1869","1869","W/D/T/29","passport","2","1","Barley","Poaceae","Hordeum","vulgare","Nill","Nay","Sha Nay","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1870","1870","W/R/S/30","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Kashmiray","Seed","Cereal","Nill","Nill","White variety","Old Data"
"1871","1871","W/R/S/31","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Tandin Tshering","Seed","Cereal","Nill","Nill","White variety","Old Data"
"1872","1872","W/R/S/32","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Apa Dago","Seed","Cereal","Nill","Nill","White variety","Old Data"
"1873","1873","W/R/S/33","passport","0","1","Chilli","Solanaceae","Capsicum","annuum","Nill","Ema","Ema","Seed","Vegetable","Nill","Nill","Nill","Old Data"
"1874","1874","W/R/S/34","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Maap","Seed","Cereal","Nill","Nill","Red Variety","Old Data"
"1875","1875","W/R/Z/35","passport","2","1","Mustard","Brassicaceae","Brassica","campestris","Nill","Peka","Peka","Seed","Oil","Nill","Nill","Nill","Old Data"
"1876","1876","W/R/Z/36","passport","2","1","Bitter Buckwheat","Polygonaceae","Fagopyrum","tartaricum","Nill","Bjo","Bjo","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1877","1877","W/R/Z/37","passport","0","1","Soya bean","Fabaceae","Glycine","max","Nill","Sem Kaap","Sem Kaap","Seed","Oil","Nill","Nill","Nill","Old Data"
"1878","1878","W/R/Z/37","passport","0","1","Barley","Poaceae","Hordeum","vulgare","Nill","Na","Dasum","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1879","1879","W/R/Z/38","passport","0","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Maap","Seed","Cereal","Nill","Nill","Adapted both in high and low altitude","Old Data"
"1880","1880","W/R/Z/39","passport","2","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Sonam Tobgay","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1881","1881","W/R/Z/40","passport","0","1","Pea","Fabaceae","Pisum","sativum","Nill","Boe Sem","Boe Sem","Seed","Legumes","Nill","Nill","Nill","Old Data"
"1882","1882","W/A/Z/41","passport","0","1","Finger Millet","Poaceae","Eleusine","coracana","Nill","Memja","Memja","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1883","1883","W/A/J/42","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Zakha","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1884","1884","W/A/J/43","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Apa Dogo","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1885","1885","W/A/J/44","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Kam Thaygom","Seed","Cereal","Nill","Nill","Bold grains","Old Data"
"1886","1886","W/A/J/45","passport","0","1","Sweet Buckwheat","Polygonaceae","Fagopyrum","esculentum","Nill","Gayray","Gayray","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1887","1887","W/A/J/46","passport","2","1","Bitter Buckwheat","Polygonaceae","Fagopyrum","tartaricum","Nill","Bjo","Bjo","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1888","1888","W/A/J/47","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Boktom","Seed","Cereal","Nill","Nill","Cylindrical grains, Good taste","Old Data"
"1889","1889","W/B/N/01","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Bondey Nap/Bund","Seed","Cereal","Nill","Nill","Highly prefered variety","Old Data"
"1890","1890","W/B/N/02","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Kaap Hamzem","Seed","Cereal","Nill","Nill","Scented, low yield","Old Data"
"1891","1891","W/B/N/03","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Zakha","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1892","1892","W/B/N/4","passport","2","1","Wheat","Poaceae","Triticum","aestivum","Nill","ka","Ka","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1893","1893","W/B/N/5","passport","2","1","Wheat","Poaceae","Triticum","aestivum","Nill","ka","Jaga Ka","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1894","1894","W/B/N/6","passport","3","1","Barley","Poaceae","Hordeum","vulgare","Nill","Na","Naa","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1895","1895","W/B/N/7","passport","2","1","Bitter Buckwheat","Polygonaceae","Fagopyrum","tartaricum","Nill","Bjo","Bjo","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1896","1896","W/B/N/8","passport","0","1","Mustard","Brassicaceae","Brassica","campestris","Nill","Peka","Peka","Seed","Oil","Nill","Nill","Nill","Old Data"
"1897","1897","W/B/K/9","passport","2","1","Sweet Buckwheat","Polygonaceae","Fagopyrum","esculentum","Nill","Gayray","Gayray","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1898","1898","W/B/K/10","passport","0","1","Perilla","Lamiaceae","Perilla","frutescens","Nill","Zimzsi","Zimsi Naap","Seed","Oil","Nill","Nill","Nill","Old Data"
"1899","1899","W/B/K/11","passport","0","1","Perilla","Lamiaceae","Perilla","frutescens","Nill","Zimsi","Zimsi Kaap","Seed","Oil","Nill","Nill","Nill","Old Data"
"1900","1900","W/P/K/12","passport","0","1","Bean","Fabaceae","Phaseolus","vulgaris","Nill","Semchum","Pata Semchum","Seed","Legumes","Nill","Nill","Nill","Old Data"
"1901","1901","W/B/K/13","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Reba Machum","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1902","1902","W/B/K/14","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Jana Thrachum","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1903","1903","W/B/T/15","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Maap/Dago Yangk","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1904","1904","W/B/T/16","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Tandin Tshering","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1905","1905","W/D/J/17","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Attey","Seed","Cereal","Nill","Nill","Good yield, White variety and non scented","Old Data"
"1906","1906","W/D/J/18","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Bja","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1907","1907","W/D/J/19","passport","2","1","Mustard","Brassicaceae","Brassica","campestris","Nill","Peka","Peka","Seed","Oil","Nill","Nill","Nill","Old Data"
"1908","1908","W/D/J/20","passport","2","1","Finger Millet","Poaceae","Eleusine","coracana","Nill","Memja","Memja","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1909","1909","W/D/J/21","passport","3","1","Maize","Poaceae","Zea","mays","Nill","Gayza","Gayza Shechum","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1910","1910","W/D/J/22","passport","2","1","Soya bean","Fabaceae","Glycine","max","Nill","Boe Sem","Boesem","Seed","Oil","Nill","Nill","Nill","Old Data"
"1911","1911","W/D/J/23","passport","0","1","Pea","Fabaceae","Pisum","sativum","Nill","Mutter","Mutter","Seed","Legumes","Nill","Nill","Rejected","Old Data"
"1912","1912","W/D/K/24","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Chotey","Seed","Cereal","Nill","Nill","Nill","Old Data"
"1913","1913","W/D/K/25","passport","0","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Tan Tshering","Seed","Cereal","Nill","Nill","Rejected","Old Data"
"1914","1914","W/D/K/26","passport","3","1","Paddy","Poaceae","Oryza","sativa","Nill","Bja","Botom","Seed","Cereal","Nill","Nill","Nill","Old Data"
