"cult_id","seed_id","cult_practice","nursery_time","plant_season","harvest_season","crop_system","s_status"
"1785","1785","Rainfed","01-09-09","09-09-01","01-05-09","Rotation","Landrace"
"1786","1786","Rainfed",,,,,"Landrace"
"1787","1787","Rainfed",,,,"Rotation","Landrace"
"1788","1788","Rainfed",,,,,"Landrace"
"1789","1789","Rainfed",,,,"Rotation","Landrace"
"1790","1790","Rainfed",,,,,"Landrace"
"1791","1791","Rainfed",,,,,"Landrace"
"1792","1792","Rainfed",,,,,"Landrace"
"1793","1793","Rainfed",,,,,"Landrace"
"1794","1794","Rainfed",,,,,"Landrace"
"1795","1795","Irrigated",,,,"Rotation","Landrace"
"1796","1796","Rainfed",,,,,"Landrace"
"1797","1797","Irrigated",,,,,"Landrace"
"1798","1798","Irrigated",,,,,"Landrace"
"1799","1799","Rainfed",,,,,"Landrace"
"1800","1800","Rainfed",,,,,"Landrace"
"1801","1801","Irrigated",,,,,"Landrace"
"1802","1802","Irrigated",,,,,"Landrace"
"1803","1803","Rainfed",,,,,"Landrace"
"1804","1804","Rainfed",,,,,"Landrace"
"1805","1805","Rainfed",,,,,"Landrace"
"1806","1806","Rainfed",,,,,"Landrace"
"1807","1807","Rainfed",,,,,"Landrace"
"1808","1808","Rainfed",,,,,"Landrace"
"1809","1809","Rainfed",,,,,"Landrace"
"1810","1810","Irrigated",,,,,"Landrace"
"1811","1811","Irrigated",,,,,"Landrace"
"1812","1812","Rainfed",,,,,"Landrace"
"1813","1813","Rainfed",,,,,"Landrace"
"1814","1814","Rainfed",,,,,"Landrace"
"1815","1815","Rainfed",,,,,"Landrace"
"1816","1816","Rainfed",,,,,"Landrace"
"1817","1817","Rainfed",,,,,"Landrace"
"1818","1818","Rainfed",,,,,"Landrace"
"1819","1819","Rainfed",,,,,"Landrace"
"1820","1820","Rainfed",,,,,"Landrace"
"1821","1821","Irrigated","07-12-08","07-12-08","07-12-08",,"Landrace"
"1822","1822",,"07-10-08","07-10-08","07-10-08",,"Landrace"
"1823","1823",,,,,,"Landrace"
"1824","1824","Irrigated",,,,,"Landrace"
"1825","1825","Irrigated",,,,,"Landrace"
"1826","1826","Irrigated",,,,,"Landrace"
"1827","1827","Irrigated",,,,,"Landrace"
"1828","1828","Irrigated",,,,,"Landrace"
"1829","1829","Rainfed",,,,,"Landrace"
"1830","1830","Rainfed",,,,"Intercroping","Landrace"
"1831","1831","Rainfed",,,,,"Landrace"
"1832","1832","Rainfed",,,,,"Landrace"
"1833","1833","Rainfed",,,,,"Landrace"
"1834","1834","Rainfed",,,,,"Landrace"
"1835","1835","Rainfed",,,,,"Landrace"
"1836","1836","Rainfed",,,,,"Landrace"
"1837","1837",,,,,,"Landrace"
"1838","1838","Rainfed",,,,,"Landrace"
"1839","1839",,,,,,"Landrace"
"1840","1840","Rainfed",,,,,"Landrace"
"1841","1841","Rainfed",,,,,"Landrace"
"1842","1842","Rainfed",,,,,"Landrace"
"1843","1843","Rainfed",,,,,"Landrace"
"1844","1844","Rainfed",,,,,"Landrace"
"1845","1845","Rainfed","13-07-08","01-07-08","01-12-08","Mixed cropping","Landrace"
"1846","1846","Rainfed","13-07-08",,"12-01-08","Rotation","Landrace"
"1847","1847","Rainfed","13-07-08","07-01-08","12-01-08","Rotation","Landrace"
"1848","1848","Rainfed","13-07-08","01-07-08","01-12-08","Rotation","Landrace"
"1849","1849","Rainfed","13-07-08","07-01-08","12-01-08","Rotation","Landrace"
"1850","1850","Rainfed","13-07-08","09-01-08","30-06-08","Rotation","Landrace"
"1851","1851","Rainfed","13-07-08","09-01-08","06-01-08","Rotation","Landrace"
"1852","1852","Rainfed","13-07-08","09-01-08","07-01-09","Rotation","Landrace"
"1853","1853","Rainfed","14-07-08","01-09-08","01-07-09","Rotation","Landrace"
"1854","1854","Rainfed","14-07-08","04-01-08","07-01-08","Rotation","Landrace"
"1855","1855","Rainfed","14-07-08","06-01-08","12-01-08","Rotation","Landrace"
"1856","1856","Rainfed","14-07-08","03-01-08","09-01-08","Mixed cropping","Landrace"
"1857","1857","Rainfed","14-07-08","07-01-08","09-01-08","Rotation","Landrace"
"1858","1858","Rainfed","14-07-08","01-11-08","01-06-08","Rotation","Landrace"
"1859","1859","Rainfed","14-07-08","11-01-08","06-01-08","Rotation","Landrace"
"1860","1860","Rainfed","14-07-08","01-07-08","01-11-08","Rotation","Landrace"
"1861","1861","Rainfed","14-07-08","01-11-08","01-05-08","Rotation","Landrace"
"1862","1862","Rainfed","26-03-08","01-06-08","01-11-08","Mixed cropping","Landrace"
"1863","1863","Rainfed","14-07-08","31-07-08","04-01-09","Rotation","Landrace"
"1864","1864","Rainfed","15-07-08","04-01-08","15-07-08","Rotation","Landrace"
"1865","1865","Rainfed","15-07-08","11-01-08","05-01-09","Rotation","Landrace"
"1866","1866","Rainfed","15-07-08","01-06-08","30-09-08","Rotation","Landrace"
"1867","1867","Rainfed","15-07-08","05-01-08","15-07-08","Rotation","Landrace"
"1868","1868","Rainfed","15-07-08","06-01-08","11-01-08","Mixed cropping","Landrace"
"1869","1869","Rainfed","15-07-08","10-01-08","05-01-09","Rotation","Landrace"
"1870","1870","Irrigated","04-01-08","06-01-08","30-10-08","Rotation","Landrace"
"1871","1871","Irrigated","04-01-08","06-01-08","30-10-08","Rotation","Landrace"
"1872","1872","Irrigated","26-02-08","15-04-08","30-09-08","Rotation","Landrace"
"1873","1873","Rainfed","02-01-08","04-01-08","08-01-08","Rotation","Landrace"
"1874","1874","Irrigated","04-01-08","06-01-08","30-10-08","Rotation","Landrace"
"1875","1875","Rainfed","15-07-08","12-01-07","15-04-08","Rotation","Landrace"
"1876","1876","Rainfed","15-07-08","03-01-08","07-01-08","Rotation","Landrace"
"1877","1877","Rainfed","15-07-08","04-01-08","10-01-08","Rotation","Landrace"
"1878","1878","Rainfed","15-07-08","12-01-07","30-04-08","Rotation","Landrace"
"1879","1879","Rainfed","02-01-08","05-01-08","30-10-08","Rotation","Landrace"
"1880","1880","Rainfed","02-02-08","05-01-08","10-01-08","Rotation","Landrace"
"1881","1881","Rainfed","16-07-08","01-03-08","01-07-08","Rotation","Landrace"
"1882","1882","Rainfed","06-01-08","07-01-08","09-01-08","Nill","Landrace"
"1883","1883","Rainfed","03-01-08","05-01-08","07-01-08","Rotation","Landrace"
"1884","1884","Irrigated","03-01-08","05-01-08","30-08-08","Rotation","Landrace"
"1885","1885","Rainfed","03-01-08","05-01-08","08-01-08","Rotation","Landrace"
"1886","1886","Rainfed","17-07-08","03-01-08","06-01-08","Rotation","Landrace"
"1887","1887","Rainfed","17-07-08","03-01-08","06-01-08","Rotation","Landrace"
"1888","1888","Irrigated","03-01-08","05-01-08","31-08-08","Rotation","Landrace"
"1889","1889","Irrigated","03-01-08","05-01-08","10-01-08","Rotation","Landrace"
"1890","1890","Rainfed","03-01-08","05-01-08","30-10-08","Rotation","Landrace"
"1891","1891","Irrigated","03-01-08","05-01-08","15-10-08","Rotation","Landrace"
"1892","1892","Rainfed","28-07-08","11-01-07","30-04-08","Rotation","Landrace"
"1893","1893","Rainfed","28-07-08","11-01-08","30-04-09","Rotation","Landrace"
"1894","1894","Rainfed","04-08-00","01-09-08","01-05-09","Rotation","Landrace"
"1895","1895","Rainfed","06-08-08","01-11-08","01-05-09","Rotation","Landrace"
"1896","1896","Rainfed","08-06-08","11-01-08","04-01-09","Nill","Landrace"
"1897","1897","Rainfed","06-08-08","01-11-08","01-03-09","Rotation","Landrace"
"1898","1898","Rainfed","08-06-08","01-01-08","04-01-08","Rotation","Landrace"
"1899","1899","Irrigated","08-06-08","03-01-08","10-01-08","Rotation","Landrace"
"1900","1900","Rainfed","08-06-08","03-01-08","08-01-08","Rotation","Landrace"
"1901","1901","Irrigated","02-01-08","05-01-08","10-01-08","Rotation","Landrace"
"1902","1902","Irrigated","02-01-08","05-01-08","10-01-08","Rotation","Landrace"
"1903","1903","Irrigated","03-01-08","30-05-08","31-10-08","Rotation","Landrace"
"1904","1904","Irrigated","03-01-08","31-05-08","31-10-08","Rotation","Landrace"
"1905","1905","Irrigated","01-04-08","01-05-08","31-10-08","Rotation","Landrace"
"1906","1906","Irrigated","01-04-08","01-05-08","31-10-08","Rotation","Landrace"
"1907","1907","Rainfed","08-07-08","10-01-08","30-04-09","Rotation","Landrace"
"1908","1908","Rainfed","03-01-08","05-01-08","30-09-08","Rotation","Landrace"
"1909","1909","Rainfed","08-07-08","02-01-08","05-01-08","Rotation","Landrace"
"1910","1910","Rainfed","08-07-08","03-01-08","31-08-08","Rotation","Landrace"
"1911","1911","Rainfed","31-10-08","01-10-08","01-03-08","Mixed cropping","Landrace"
"1912","1912","Irrigated","04-01-08","30-05-08","30-10-08","Rotation","Landrace"
"1913","1913","Irrigated","01-04-08","01-06-08","31-10-08","Rotation","Landrace"
"1914","1914","Irrigated","03-01-08","06-01-08","31-10-08","Rotation","Landrace"
"1915","1915","Irrigated","03-01-08","06-01-08","30-10-08","Rotation","Landrace"
"1916","1916","Rainfed","08-08-08","04-01-08","09-01-08","Tseri cultivati","Landrace"
"1917","1917","Irrigated","08-08-08","04-01-08","10-01-08","Mixed cropping","Landrace"
"1918","1918","Rainfed","08-08-08","02-01-08","31-05-08","Rotation","Landrace"
"1919","1919","Rainfed","08-08-08","10-01-08","02-01-08","Rotation","Landrace"
"1920","1920","Irrigated","01-03-08","01-06-08","31-10-08","Rotation","Landrace"
"1921","1921","Irrigated","03-01-08","06-01-08","31-10-08","Rotation","Landrace"
"1922","1922","Irrigated","03-01-08","06-01-08","25-10-08","Rotation","Landrace"
"1923","1923","Irrigated","03-01-08","06-01-08","25-10-08","Rotation","Landrace"
"1924","1924","Rainfed","11-08-08","01-02-08","01-05-08","Rotation","Landrace"
"1925","1925","Rainfed","03-01-08","25-07-08","25-10-08","Rotation","Landrace"
"1926","1926","Rainfed","01-01-08","01-01-08","04-02-08","Rotation","Landrace"
"1927","1927","Irrigated","03-01-08","06-01-08","31-10-08","Rotation","Landrace"
"1928","1928","Rainfed","01-03-08","01-03-08","31-10-08","Rotation","Landrace"
"1929","1929","Rainfed","03-01-08","03-01-08","03-01-08","Rotation","Landrace"
"1930","1930","Rainfed","03-01-08","03-01-08","10-01-08","Rotation","Landrace"
"1931","1931","Rainfed","08-12-08","03-01-08","09-01-08","Rotation","Landrace"
"1932","1932","Irrigated","05-01-08","31-10-08","08-12-08","Rotation","Landrace"
"1933","1933","Irrigated","03-01-08","06-01-08","25-10-08","Rotation","Landrace"
"1934","1934","Irrigated","03-01-08","06-01-08","31-10-08","Rotation","Landrace"
"1935","1935","Irrigated","06-01-08","03-01-08","31-10-08","Rotation","Landrace"
"1936","1936","Rainfed","09-01-08","09-01-08","04-01-09","Rotation","Landrace"
"1937","1937","Rainfed","01-05-08","01-05-08","01-09-08","Mixed cropping","Landrace"
"1938","1938","Irrigated","03-01-08","05-01-08","31-10-08","Rotation","Landrace"
"1939","1939","Irrigated","01-03-08","01-06-08","01-11-08","Rotation","Landrace"
"1940","1940","Irrigated","03-01-08","06-01-08","31-10-08","Rotation","Landrace"
"1941","1941","Rainfed","10-01-08","10-01-08","04-01-09","Rotation","Landrace"
"1942","1942","Rainfed","10-01-08","10-01-08","04-01-09","Rotation","Landrace"
"1943","1943","Irrigated","03-01-08","06-01-08","30-10-08","Rotation","Landrace"
"1944","1944","Irrigated","03-01-08","06-01-08","24-10-08","Rotation","Landrace"
"1945","1945","Rainfed","12-01-08","12-01-08","05-01-09","Rotation","Landrace"
"1946","1946","Rainfed","11-01-08","11-01-08","03-01-09","Rotation","Landrace"
"1947","1947","Irrigated","03-01-08","06-01-08","31-10-08","Rotation","Landrace"
"1948","1948","Rainfed","11-01-08","11-01-08","04-01-09","Rotation","Landrace"
"1949","1949","Irrigated","03-01-08","06-01-08","30-10-08","Rotation","Landrace"
"1950","1950","Irrigated","03-01-08","06-01-08","31-10-08","Rotation","Landrace"
"1951","1951","Irrigated","03-01-08","06-01-08","30-10-08","Rotation","Landrace"
"1952","1952","Irrigated","03-01-08","06-01-08","31-10-08","Rotation","Landrace"
"1953","1953","Irrigated","03-01-08","06-01-08","31-10-08","Rotation","Landrace"
"1954","1954","Irrigated","03-01-08","06-01-08","31-10-08","Rotation","Landrace"
"1955","1955","Irrigated","03-01-08","30-05-08","31-10-08","Rotation","Landrace"
"1956","1956","Rainfed","03-01-08","03-01-08","07-01-08","Rotation","Landrace"
"1957","1957","Rainfed","03-01-08","03-01-08","09-01-08","Rotation","Landrace"
"1958","1958","Irrigated","03-01-08","06-01-08","31-10-09","Rotation","Landrace"
"1959","1959","Irrigated","03-01-08","06-01-08","31-10-08","Rotation","Landrace"
"1960","1960","Irrigated","03-01-08","07-01-08","31-10-08","Rotation","Landrace"
"1961","1961","Rainfed","03-01-08","06-01-08","30-10-08","Rotation","Landrace"
"1962","1962","Rainfed","06-01-08","06-01-08","10-01-08","Rotation","Landrace"
"1963","1963","Rainfed","11-01-08","11-01-08","04-01-09","Rotation","Landrace"
"1964","1964","Rainfed","03-01-08","03-01-08","08-01-08","Rotation","Landrace"
"1965","1965","Rainfed","12-01-07","12-01-07","04-01-08","Rotation","Landrace"
"1966","1966","Rainfed","01-01-08","01-01-08","05-01-08","Rotation","Landrace"
"1967","1967","Irrigated","02-01-08","06-01-08","31-10-08","Rotation","Landrace"
"1968","1968","Irrigated","03-01-08","06-01-08","30-10-08","Rotation","Landrace"
"1969","1969","Irrigated","03-01-08","06-01-08","10-01-08","Rotation","Landrace"
"1970","1970","Irrigated","03-01-08","06-01-08","31-10-08","Rotation","Landrace"
"1971","1971","Irrigated","03-01-08","06-01-08","31-10-08","Rotation","Landrace"
"1972","1972","Irrigated","03-01-08","06-01-08","31-10-08","Rotation","Landrace"
"1973","1973","Nill","15-08-08","07-01-08","11-01-08","Rotation","Landrace"
"1974","1974","Irrigated","03-01-08","05-01-08","30-09-08","Rotation","Landrace"
"1975","1975","Irrigated","03-01-08","06-01-08","30-10-08","Rotation","Landrace"
"1976","1976","Irrigated","03-01-08","06-01-08","10-01-08","Rotation","Landrace"
"1977","1977","Rainfed","01-03-08","01-03-08","01-10-08","Rotation","Landrace"
"1978","1978","Rainfed","03-01-08","03-01-08","10-01-08","Rotation","Landrace"
"1979","1979","Rainfed","18-08-08","01-03-08","01-10-08","Rotation","Landrace"
"1980","1980","Rainfed","01-09-08","01-10-08","19-03-09","Rotation","Landrace"
"1981","1981","Rainfed","07-01-08","07-01-08","10-01-08","Rotation","Landrace"
"1982","1982","Irrigated","01-05-08","01-06-08","30-10-08","Rotation","Landrace"
"1983","1983","Rainfed","09-01-08","09-01-08","12-01-08","Rotation","Landrace"
"1984","1984","Rainfed","04-01-08","04-01-08","09-01-08","Rotation","Landrace"
"1985","1985","Rainfed","04-01-08","04-01-08","30-06-08","Rotation","Landrace"
"1986","1986","Rainfed","08-01-08","08-01-08","11-01-08","Rotation","Landrace"
"1987","1987","Rainfed","11-01-08","11-01-08","02-01-08","Rotation","Landrace"
"1988","1988","Rainfed","04-01-08","04-01-08","10-01-08","Rotation","Landrace"
"1989","1989","Irrigated","08-01-08","08-01-08","11-01-08","Rotation","Landrace"
"1990","1990","Rainfed","03-01-08","03-01-08","10-01-08","Rotation","Landrace"
"1991","1991","Rainfed","08-01-08","08-01-08","12-01-08","Rotation","Landrace"
"1992","1992","Rainfed","08-01-08","08-01-08","11-01-08","Rotation","Landrace"
"1993","1993","Rainfed","08-01-08","08-01-08","12-01-08","Rotation","Landrace"
"1994","1994","Rainfed","01-07-08","01-07-08","01-10-08","Rotation","Landrace"
"1995","1995","Rainfed","01-05-08","01-07-08","01-11-08","Rotation","Landrace"
"1996","1996","Rainfed","07-01-08","07-01-08","10-01-08","Rotation","Landrace"
"1997","1997","Rainfed","08-01-08","08-01-08","11-01-08","Rotation","Landrace"
"1998","1998","Rainfed","06-01-08","07-01-08","11-01-08","Rotation","Landrace"
"1999","1999","Rainfed","09-01-08","09-01-08","11-01-08","Rotation","Landrace"
"2000","2000","Irrigated","01-06-08","01-07-08","01-11-08","Rotation","Landrace"
"2001","2001","Irrigated","01-06-08","01-07-08","01-11-08","Rotation","Landrace"
"2002","2002","Rainfed","06-01-08","07-01-08","12-01-08","Rotation","Landrace"
"2003","2003","Rainfed","07-01-08","07-01-08","11-01-08","Rotation","Landrace"
"2004","2004","Rainfed","09-01-08","09-01-08","01-01-09","Mixed cropping","Landrace"
"2005","2005","Rainfed","15-07-08","15-07-08","11-01-08","Rotation","Landrace"
"2006","2006","Rainfed","08-01-08","08-01-08","12-01-08","Rotation","Landrace"
"2007","2007","Rainfed","06-01-08","07-01-08","12-01-08","Rotation","Landrace"
"2008","2008","Rainfed","08-01-08","08-01-08","12-01-08","Rotation","Landrace"
"2009","2009","Rainfed","09-01-08","09-01-08","12-01-08","Rotation","Landrace"
"2010","2010","Rainfed","08-01-08","08-01-08","02-01-08","Rotation","Landrace"
"2011","2011","Rainfed","03-01-08","03-01-08","08-01-08","Rotation","Landrace"
"2012","2012","Irrigated","04-01-08","06-01-08","25-10-08","Rotation","Landrace"
"2013","2013","Irrigated","01-05-08","01-06-08","25-10-08","Rotation","Landrace"
"2014","2014","Rainfed","05-01-08","06-01-08","30-10-08","Rotation","Landrace"
"2015","2015","Rainfed","05-01-08","07-01-08","11-01-08","Rotation","Landrace"
"2016","2016","Irrigated","05-01-08","06-01-08","25-10-08","Rotation","Landrace"
"2017","2017","Rainfed","01-05-08","01-05-08","01-05-08","Mixed cropping","Landrace"
"2018","2018","Rainfed","05-01-08","05-01-08","12-01-08","Rotation","Landrace"
"2019","2019","Rainfed","08-01-08","08-01-08","12-01-08","Rotation","Landrace"
"2020","2020","Irrigated","05-01-08","30-08-08","11-01-08","Rotation","Landrace"
"2021","2021","Rainfed","07-01-08","07-01-08","12-01-08","Rotation","Landrace"
"2022","2022","Rainfed","06-01-08","06-01-08","11-01-08","Rotation","Landrace"
"2023","2023","Rainfed","01-07-08","01-07-08","01-12-08","Rotation","Landrace"
"2024","2024","Rainfed","05-01-08","06-01-08","12-01-08","Rotation","Landrace"
"2025","2025","Rainfed","08-01-08","08-01-08","12-01-08","Rotation","Landrace"
"2026","2026","Nill","01-08-08","01-08-08","01-12-08","Rotation","Landrace"
"2027","2027","Rainfed","03-01-08","03-01-08","30-09-08","Rotation","Landrace"
"2028","2028","Rainfed","03-01-08","03-01-08","10-01-08","Rotation","Landrace"
"2029","2029","Rainfed","03-01-08","06-01-08","10-01-08","Rotation","Landrace"
"2030","2030","Rainfed","09-01-08","09-01-08","11-01-08","Rotation","Landrace"
"2031","2031","Irrigated","03-01-08","05-01-08","10-01-08","Rotation","Landrace"
"2032","2032","Rainfed","01-04-08","01-04-08","30-08-08","Rotation","Landrace"
"2033","2033","Rainfed","03-01-08","03-01-08","30-08-08","Rotation","Landrace"
"2034","2034","Rainfed","01-03-08","01-03-08","30-08-08","Rotation","Landrace"
"2035","2035","Rainfed","03-01-08","03-01-08","30-08-08","Rotation","Landrace"
"2036","2036","Rainfed","03-01-08","03-01-08","30-08-08","Rotation","Landrace"
"2037","2037","Rainfed","09-01-08","09-01-08","12-01-08","Rotation","Landrace"
"2038","2038","Rainfed","05-01-08","06-01-08","11-01-08","Rotation","Landrace"
"2039","2039","Irrigated","05-01-08","06-01-08","11-01-08","Rotation","Landrace"
"2040","2040","Rainfed","03-01-08","03-01-08","12-01-08","Rotation","Landrace"
"2041","2041","Rainfed","10-01-08","10-01-08","12-01-08","Rotation","Landrace"
"2042","2042","Rainfed","06-01-08","07-01-08","11-01-08","Rotation","Landrace"
"2043","2043","Rainfed","07-01-08","07-01-08","11-01-08","Rotation","Landrace"
"2044","2044","Rainfed","08-01-08","08-01-08","11-01-08","Rotation","Landrace"
"2045","2045","Rainfed","08-01-08","08-01-08","30-11-08","Rotation","Landrace"
"2046","2046","Rainfed","08-01-08","08-01-08","12-01-08","Rotation","Landrace"
"2047","2047","Rainfed","08-01-08","08-01-08","11-01-08","Rotation","Landrace"
"2048","2048","Rainfed","08-01-08","08-01-08","11-01-08","Rotation","Landrace"
"2049","2049","Rainfed","02-01-08","02-01-08","08-01-08","Rotation","Landrace"
"2050","2050","Rainfed","08-01-08","08-01-08","12-01-08","Rotation","Landrace"
"2051","2051","Irrigated","06-01-08","07-01-08","10-01-08","Rotation","Landrace"
"2052","2052","Irrigated","06-01-08","07-01-08","10-01-08","Rotation","Landrace"
"2053","2053","Rainfed","01-02-08","01-02-08","01-09-08","Mixed cropping","Landrace"
"2054","2054","Rainfed","10-01-08","10-01-08","12-01-08","Rotation","Landrace"
"2055","2055","Rainfed","10-01-08","31-10-08","12-01-08","Rotation","Landrace"
"2056","2056","Rainfed","03-01-08","03-01-08","10-01-08","Rotation","Landrace"
"2057","2057","Irrigated","05-01-08","07-01-08","11-01-08","Rotation","Landrace"
"2058","2058","Irrigated","01-05-08","20-06-08","20-10-08","Mixed cropping","Landrace"
"2059","2059","Rainfed","02-01-08","02-01-08","12-01-08","Rotation","Landrace"
"2060","2060","Rainfed","06-01-08","06-01-08","10-01-08","Rotation","Landrace"
"2061","2061","Rainfed","03-01-08","03-01-08","10-01-08","Rotation","Landrace"
"2062","2062","Rainfed","06-01-08","07-01-08","10-01-08","Rotation","Landrace"
"2063","2063","Irrigated","06-01-08","07-01-08","11-01-08","Rotation","Landrace"
"2064","2064","Rainfed","08-01-08","08-01-08","12-01-08","Rotation","Landrace"
"2065","2065","Rainfed","02-01-08","02-01-08","08-01-08","Rotation","Landrace"
"2066","2066","Rainfed","07-01-08","07-01-08","20-12-08","Rotation","Landrace"
"2067","2067","Rainfed","07-01-08","07-01-08","20-12-08","Rotation","Landrace"
"2068","2068","Rainfed","02-01-08","02-01-08","08-01-08","Rotation","Landrace"
"2069","2069","Rainfed","01-07-08","01-07-08","01-10-08","Rotation","Landrace"
"2070","2070","Rainfed","02-01-08","02-01-08","30-08-08","Rotation","Landrace"
"2071","2071","Rainfed","03-01-08","03-01-08","09-01-08","Rotation","Landrace"
"2072","2072","Rainfed","06-10-08","06-01-08","11-01-08","Mixed cropping","Landrace"
"2073","2073","Rainfed","05-01-08","05-01-08","11-01-08","Rotation","Landrace"
"2074","2074","Irrigated","04-01-08","06-01-08","10-10-08","Rotation","Landrace"
"2075","2075","Irrigated","04-01-08","06-01-08","10-10-08","Rotation","Landrace"
"2076","2076","Irrigated","05-01-08","06-01-08","30-10-08","Rotation","Landrace"
"2077","2077","Irrigated","05-01-08","06-01-08","30-10-08","Rotation","Landrace"
"2078","2078","Rainfed","08-01-08","08-01-08","12-01-08","Rotation","Landrace"
"2079","2079","Rainfed","06-01-08","06-01-08","12-01-08","Rotation","Landrace"
"2080","2080","Rainfed","07-01-08","07-01-08","12-01-08","Rotation","Landrace"
"2081","2081","Irrigated","05-01-08","06-01-08","12-01-08","Rotation","Landrace"
"2082","2082","Irrigated","05-01-08","06-01-08","12-01-08","Rotation","Landrace"
"2083","2083","Irrigated","02-01-08","02-01-08","08-01-08","Rotation","Landrace"
"2084","2084","Rainfed","01-07-08","01-07-08","01-12-08","Rotation","Landrace"
"2085","2085","Rainfed","02-01-08","02-01-08","08-01-08","Rotation","Landrace"
"2086","2086","Rainfed","07-01-08","07-01-08","12-01-08","Rotation","Landrace"
"2087","2087","Irrigated","01-05-08","01-06-08","01-12-08","Rotation","Landrace"
"2088","2088","Rainfed","06-01-08","07-01-08","11-01-08","Rotation","Landrace"
"2089","2089","Rainfed","08-01-08","08-01-08","11-01-08","Rotation","Landrace"
"2090","2090","Rainfed","02-01-08","02-01-08","08-01-08","Rotation","Landrace"
"2091","2091","Rainfed","07-01-08","08-01-08","12-01-08","Rotation","Landrace"
"2092","2092","Rainfed","08-01-08","08-01-08","11-01-08","Rotation","Landrace"
"2093","2093","Rainfed","03-01-08","03-01-08","30-08-08","Rotation","Landrace"
"2094","2094","Rainfed","08-01-08","08-01-08","12-01-08","Rotation","Landrace"
"2095","2095","Rainfed","01-02-08","01-02-08","01-06-08","Rotation","Landrace"
"2096","2096","Rainfed","02-01-08","02-01-08","06-01-08","Rotation","Landrace"
"2097","2097","Rainfed","02-01-08","02-01-08","09-01-08","Rotation","Landrace"
"2098","2098","Rainfed","01-01-08","01-01-08","06-01-08","Rotation","Landrace"
"2099","2099","Rainfed","02-01-08","06-01-08","10-01-08","Rotation","Landrace"
"2100","2100","Rainfed","06-01-08","07-01-08","11-01-08","Rotation","Landrace"
"2101","2101","Rainfed","06-01-08","07-01-08","11-01-08","Rotation","Landrace"
"2102","2102","Irrigated","06-01-08","07-01-08","11-01-08","Rotation","Landrace"
"2103","2103","Rainfed","09-01-08","12-01-08","12-01-08","Rotation","Landrace"
"2104","2104","Rainfed","07-01-08","07-01-08","11-01-08","Rotation","Landrace"
"2105","2105","Rainfed","03-01-08","03-01-08","09-01-08","Rotation","Landrace"
"2106","2106","Irrigated","05-01-08","06-01-08","10-01-08","Rotation","Landrace"
"2107","2107","Rainfed","09-01-08","09-01-08","11-01-08","Rotation","Landrace"
"2108","2108","Rainfed","02-01-08","02-01-08","07-04-08","Rotation","Landrace"
"2109","2109","Rainfed","09-01-08","09-01-08","12-01-08","Rotation","Landrace"
"2110","2110","Rainfed","01-08-08","01-08-08","01-12-08","Rotation","Landrace"
"2111","2111","Rainfed","09-01-08","09-01-08","01-01-08","Rotation","Landrace"
"2112","2112","Rainfed","02-01-08","02-01-08","07-01-08","Rotation","Landrace"
"2113","2113","Rainfed","05-01-08","06-01-08","11-01-08","Rotation","Landrace"
"2114","2114","Rainfed","06-01-08","06-01-08","11-01-08","Rotation","Landrace"
"2115","2115","Rainfed","07-01-08","07-01-08","12-01-08","Rotation","Landrace"
"2116","2116","Rainfed","11-01-08","06-01-08","11-01-08","Rotation","Landrace"
"2117","2117","Rainfed","07-01-08","07-01-08","11-01-08","Rotation","Landrace"
"2118","2118","Rainfed","01-01-08","01-01-08","06-01-08","Rotation","Landrace"
"2119","2119","Rainfed","01-01-08","01-01-08","06-01-08","Rotation","Landrace"
"2120","2120","Rainfed","04-01-08","06-01-08","08-01-08","Mixed cropping","Landrace"
"2121","2121","Rainfed","08-01-08","08-01-08","11-01-08","Rotation","Landrace"
"2122","2122","Rainfed","06-01-08","07-01-08","11-01-08","Rotation","Landrace"
"2123","2123","Rainfed","02-01-08","02-01-08","06-01-08","Rotation","Landrace"
"2124","2124","Rainfed","08-01-08","08-01-08","11-01-08","Rotation","Landrace"
"2125","2125","Irrigated","06-01-08","07-01-08","11-01-08","Rotation","Landrace"
"2126","2126","Irrigated","06-01-08","07-01-08","11-01-08","Rotation","Landrace"
"2127","2127","Irrigated","07-01-08","08-01-08","12-01-08","Rotation","Landrace"
"2128","2128","Rainfed","02-01-08","02-01-08","08-01-08","Mixed cropping","Landrace"
"2129","2129","Rainfed","03-01-08","03-01-08","09-01-08","Nill","Landrace"
"2130","2130","Rainfed","03-01-08","03-01-08","09-01-08","Mixed cropping","Landrace"
"2131","2131","Rainfed","03-01-08","07-01-08","10-01-08","Rotation","Landrace"
"2132","2132","Rainfed","03-01-08","03-01-08","08-01-08","Rotation","Landrace"
"2133","2133","Rainfed","08-01-08","08-01-08","11-01-08","Rotation","Landrace"
"2134","2134","Rainfed","08-01-08","08-01-08","11-01-08","Rotation","Landrace"
"2135","2135","Rainfed","08-01-08","08-01-08","02-01-08","Rotation","Landrace"
"2136","2136","Rainfed","08-01-08","08-01-08","01-01-09","Rotation","Landrace"
"2137","2137","Rainfed","08-01-08","08-01-08","11-01-08","Intercropping","Landrace"
"2138","2138","Irrigated","03-01-08","06-01-08","01-01-08","Intercropping","Landrace"
"2139","2139","Irrigated","06-01-08","08-01-08","11-01-08","Rotation","Landrace"
